Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200806, -11.57, -14.82,  -9.59,  11.96,  -8.43, -11.17, -11.31,  -6.95,  -2.91, -13.22
200807,   1.06,  -1.12,   0.82, -18.11,  -0.80,  -4.04,   1.29,   6.43,  -2.02,   2.90
200808,   3.26,  -0.04,   2.00,  -1.47,   2.05,   3.12,   5.39,  -0.05,   1.85,   3.28
200809,  -6.50, -11.82, -15.93, -22.92, -14.40, -15.68,  -9.46, -13.07,  -8.13,  -5.99
200810, -21.33, -31.63, -25.38, -32.49, -22.43, -26.68, -23.99, -18.99, -10.29, -18.13
200811, -16.45, -16.50, -15.44, -19.41, -14.29, -13.25, -18.64, -13.88,  -0.72, -12.42
200812,   3.56,  -3.12,   2.27,  -8.07,   3.33,   5.41,   8.26,   7.13,  -0.11,   1.80
200901,  -7.88,  -6.13,  -8.18,  -1.89,   0.54,  -4.58,  -4.72,   6.24,  -1.24,  -9.22
200902, -10.16, -17.29, -16.34, -19.73,  -8.59,  -9.45,  -7.23, -11.77, -12.83, -12.11
200903,   9.26,  19.56,  10.32,   8.62,  12.46,  12.99,  18.06,  13.58,   3.27,  12.78
200904,  27.79,  38.75,  27.77,  24.33,  20.41,  24.68,  34.96,  13.85,   3.92,  18.49
200905,  12.71,   4.38,   6.98,  28.74,   8.43,  10.59,   7.15,  18.40,   3.21,   6.62
200906,  -1.34,   8.37,   2.07,  -8.04,   7.73,   1.98,   4.70,  10.73,   6.00,   0.20
200907,  14.80,  19.71,  12.61,   6.50,   8.70,   7.48,   9.59,   9.09,   5.09,   6.28
200908,   8.83,  10.90,   8.22,   3.69,   6.01,  19.67,   6.43,   5.62,   0.98,   6.01
200909,   6.52,   8.39,   9.34,  17.56,  10.72,  11.93,   5.81,   8.39,   2.70,   2.45
200910,  -2.34,  -4.19,  -6.00,  -5.29,  -6.66,  -3.70,  -4.21, -10.53,  -2.41,  -7.25
200911,   1.28,   5.84,   5.30,  -1.24,   2.89,   4.49,   1.36,   3.20,   3.87,  -0.38
200912,   6.95,   8.50,   8.40,   9.03,   8.61,  10.30,   5.69,   8.14,   6.32,   3.70
201001,   0.14,  -1.00,  -2.29,  -2.46,  -3.00,  -4.04,  -1.17,  -0.02,  -4.06,   2.13
201002,   5.92,   5.00,   4.75,   5.46,   5.22,   3.32,   5.84,   2.16,   0.56,   2.58
201003,   9.85,   8.52,   8.84,   3.51,   8.07,  11.12,  10.47,   8.09,   4.51,   7.07
201004,   5.56,  10.27,   8.76,   9.43,   5.18,  10.82,   7.57,   6.96,   3.64,   9.29
201005,  -6.43,  -9.71,  -8.66, -12.84,  -6.93,  -7.44,  -7.18,  -9.00,  -6.13,  -8.27
201006,  -6.09, -11.55,  -8.43,  -6.08,  -6.04,  -6.83, -10.17,  -7.70,  -0.83,  -8.85
201007,   5.70,   8.34,   8.70,   7.55,   6.53,   7.44,   6.03,   3.03,   5.91,   4.41
201008,  -7.96,  -6.85,  -7.52,  -7.02,  -5.78,  -8.76,  -8.14,  -5.54,  -1.26,  -7.39
201009,   9.01,  12.66,  11.60,  12.61,  13.91,  11.54,  14.11,  11.24,   5.01,   8.03
201010,   2.13,   7.83,   7.37,   4.69,   6.03,   5.74,   3.87,   2.85,   2.57,   2.72
201011,   3.18,   2.94,   3.69,  10.48,   1.57,   1.94,   4.08,  -0.02,  -0.20,   1.20
201012,   5.79,   6.59,   9.24,  11.38,   8.25,   6.46,   5.51,  10.49,   3.70,   9.01
201101,  -0.86,   0.75,   2.40,   8.33,   3.43,   1.52,  -0.70,   1.26,   1.75,   1.88
201102,   3.53,  -1.57,   3.82,  11.39,   5.06,   8.38,   5.96,   3.46,   3.63,   2.92
201103,   1.38,   2.10,   3.11,   4.65,   1.04,  -0.26,   0.79,   2.77,   2.25,  -0.48
201104,   2.24,   2.29,   0.21,  -0.39,   1.40,   1.77,   2.36,   5.02,   3.17,   0.23
201105,  -0.86,  -4.37,  -2.96,  -7.14,  -2.28,   1.58,  -0.20,  -0.18,   0.33,  -2.72
201106,  -1.68,  -1.94,  -2.16,  -5.13,  -2.97,  -2.35,  -1.25,  -4.12,  -0.37,  -2.17
201107,  -0.55,  -5.17,  -2.49,   2.85,  -4.48,  -7.03,  -1.77,  -3.15,  -1.03,  -1.98
201108,  -8.41, -12.21,  -9.72, -16.21, -10.03, -10.09,  -8.39, -11.37,   0.17,  -8.21
201109,  -8.43, -14.32, -14.45, -20.61, -10.95, -12.35,  -8.33,  -9.36,  -3.17,  -9.84
201110,   9.33,  16.88,  15.82,  23.08,  11.88,  11.90,  12.53,   9.88,   7.00,  10.61
201111,  -3.94,  -6.09,  -0.07,   0.19,  -3.92,  -1.18,  -0.74,  -2.92,   1.25,  -0.95
201112,   1.00,  -0.04,  -1.53,  -1.87,  -0.94,   0.23,   0.73,  -0.87,   2.26,   1.24
201201,   8.20,  11.14,  11.98,   4.62,  10.61,   6.75,   6.13,  11.59,  -2.05,   8.57
201202,   5.23,   5.12,   3.27,   6.07,   3.75,   4.92,   5.04,   4.06,   1.24,   3.71
201203,   3.06,   4.45,   0.85,  -3.69,   2.48,   3.58,   4.06,   4.22,   0.33,   4.90
201204,  -0.40,  -3.86,  -1.13,  -3.61,  -2.74,  -4.41,   0.33,  -1.57,   1.44,  -0.66
201205,  -3.30,  -8.82, -10.63, -16.35,  -8.36,  -8.00,  -5.62,  -5.62,  -1.60,  -5.18
201206,   3.65,  -1.62,   2.68,   3.51,   3.53,   5.80,   2.27,   7.32,   4.16,   3.80
201207,  -0.56,  -2.35,  -0.80,  -2.50,  -2.62,   1.51,  -0.64,   0.93,   3.09,  -1.49
201208,   4.88,   2.47,   2.98,   2.06,   3.60,   1.66,   2.32,   2.24,  -1.60,   2.53
201209,   1.83,   7.35,   2.83,   6.29,   2.25,   6.80,   2.84,   6.35,   2.76,   3.98
201210,   0.07,  -2.01,  -0.32,  -4.98,  -5.31,  -0.29,  -1.59,  -5.19,   0.42,   0.35
201211,   3.01,   0.56,   2.28,  -3.32,   0.25,  -3.36,   2.03,   0.63,  -2.56,  -0.13
201212,   0.95,   5.58,   3.87,   1.58,   3.16,   1.99,   1.35,  -0.71,   0.63,   3.55
201301,   6.18,   9.21,   7.48,   6.62,   6.45,   8.53,   6.14,   9.10,   5.11,   7.69
201302,   1.12,   1.06,   0.95,  -1.73,   1.40,  -1.49,   0.90,  -0.34,   2.20,   2.01
201303,   5.65,   6.37,   3.46,   1.48,   3.73,   7.10,   5.11,   5.15,   5.25,   4.38
201304,   2.02,   0.60,  -1.11,  -4.46,  -0.83,   5.98,   1.66,   1.02,   4.36,  -0.95
201305,   4.57,   6.26,   5.47,   5.45,   5.69,   4.91,   5.86,   4.44,  -4.75,   4.80
201306,   1.85,  -0.37,  -1.43,  -3.80,   0.63,   4.10,   0.06,  -1.27,   0.14,   0.19
201307,   5.35,   6.79,   7.07,   7.11,   7.84,   9.02,   6.22,  10.74,   5.92,   6.96
201308,  -2.18,  -1.70,  -0.82,  -1.51,  -1.11,  -3.19,  -3.90,  -1.91,  -5.53,  -2.54
201309,   4.03,   8.37,   6.67,   4.67,   6.13,   7.23,   5.38,   9.15,   2.56,   4.39
201310,   3.72,   3.56,   4.33,   5.80,   2.23,   3.03,   2.64,  -1.88,   3.53,   3.06
201311,   3.37,   2.85,   4.22,  -2.10,   4.49,   3.86,   3.71,   8.27,  -0.47,   4.24
201312,   2.21,   2.77,   4.06,   1.63,   3.69,   5.39,   1.16,   4.09,   1.66,   2.03
201401,  -3.57,  -1.43,  -1.80,  -2.14,   1.78,  -0.31,  -6.02,   9.09,   1.29,  -1.46
201402,   5.67,   4.99,   5.53,   5.98,   4.62,   3.28,   4.50,   5.98,   3.47,   3.57
201403,   3.27,   0.95,   1.37,   1.89,  -1.32,  -0.50,   0.24,  -3.98,   2.49,   1.08
201404,  -2.76,  -4.56,  -2.82,   4.82,  -6.58,  -4.74,  -2.87,  -7.85,   1.94,  -2.63
201405,   1.32,   1.26,  -0.46,  -1.43,  -0.07,   2.48,  -0.75,   0.94,   0.70,   0.17
201406,   2.15,   2.71,   3.78,   8.00,   5.85,   1.61,   2.37,   7.26,   5.16,   3.52
201407,  -4.23,  -3.79,  -4.98,  -7.50,  -5.20,  -2.91,  -4.94,  -6.96,  -6.44,  -3.40
201408,   5.16,  10.73,   4.86,   2.03,   3.92,  -0.61,   4.74,   4.70,   5.63,   3.37
201409,  -2.87,  -7.23,  -6.74, -12.84,  -4.30,  -5.32,  -4.01,  -4.97,  -4.75,  -3.42
201410,   3.60,   6.10,   2.56, -14.15,   1.56,   3.78,   3.31,   5.17,   9.00,   4.10
201411,   3.00,  -0.82,  -1.39, -18.24,   1.58,   0.73,   2.51,   0.58,  -0.64,   0.41
201412,   1.19,   0.64,   0.38, -10.00,   2.29,  -1.25,   1.88,   5.30,   3.09,   2.92
201501,  -1.76,  -4.74,  -5.76,  -9.00,  -3.10,  -3.75,  -2.61,   2.62,   0.76,  -5.15
201502,   4.22,   7.09,   7.99,  12.85,   7.41,   6.28,   4.46,   9.30,  -2.69,   5.09
201503,   1.67,  -0.56,  -0.42,  -8.61,  -1.45,   0.79,   1.75,   1.08,  -0.27,   1.21
201504,  -1.09,   0.20,   0.68,  15.35,  -0.16,  12.47,  -2.59,  -4.17,   0.28,  -0.12
201505,   1.36,  -0.60,  -0.60,  -8.28,   2.44,   0.34,  -0.15,   5.09,  -0.74,   0.34
201506,   0.20,  -2.35,  -1.45,  -8.53,  -1.25,  -1.78,   0.14,   2.57,  -5.14,   1.29
201507,  -0.66,  -3.34,  -6.10, -21.19,  -3.95,  -1.47,  -1.78,  -0.47,   2.95,  -1.33
201508,  -3.63,  -4.32,  -4.31,   4.90,  -5.65,  -5.47,  -4.89,  -7.17,  -3.40,  -4.02
201509,  -3.92,  -6.53,  -8.54, -18.21,  -3.39,  -1.10,  -5.67, -11.47,   1.13,  -2.70
201510,   4.87,   7.45,   7.93,   8.44,   5.90,   6.41,   3.29,   2.88,   3.20,   4.86
201511,  -0.58,   2.83,  -0.58,  -2.84,   2.98,  -2.47,  -0.97,  10.23,  -1.99,   2.12
201512,  -1.88,  -5.30,  -4.85, -18.06,  -3.62,  -4.12,  -3.80,  -5.78,   0.16,  -4.09
201601,  -2.02, -11.81,  -9.02, -12.65,  -8.63,  -6.20,  -7.11, -18.65,   4.40,  -7.69
201602,   1.85,   4.92,   3.74, -10.85,   0.74,   1.84,   3.82,  -2.90,   1.07,   0.30
201603,   4.52,   7.40,  10.44,  24.20,   6.80,   4.49,   7.80,   7.71,   8.06,   7.52
201604,   1.93,   1.05,   5.34,  20.51,   1.10,   2.79,  -0.19,   5.17,   2.68,   3.56
201605,  -0.87,  -0.97,  -0.85,  -6.34,   3.67,   0.01,  -3.33,   1.41,   2.39,   1.14
201606,   3.91,  -2.83,   0.35,   1.15,   1.61,   2.02,   0.69,  -4.51,   7.45,  -1.11
201607,   8.61,   8.95,   7.28,  -1.06,   7.36,   2.26,   4.57,   6.26,  -0.64,   5.21
201608,   1.45,   6.33,   2.41,   7.95,   2.93,  -0.31,   0.42,   0.90,  -3.59,   2.78
201609,  -2.14,   5.90,   0.69,   5.09,   2.00,   0.99,  -1.79,   8.04,   1.55,   0.95
201610,  -4.23,  -4.18,  -4.19,  -8.15,  -5.24,  -4.29,  -4.14, -13.68,   0.14,  -2.26
201611,   3.56,  10.59,  11.64,  18.53,   5.00,   6.02,   9.36,   5.31,   1.70,  12.76
201612,   1.06,   2.35,   0.83,   2.19,   0.28,   4.10,   2.17,  -2.69,   4.21,   5.50
201701,  -0.51,  -2.95,   2.86,   0.70,   3.52,   2.59,  -2.81,   4.74,   0.23,   0.81
201702,   1.65,  -0.20,   0.79,  -6.82,   2.30,   0.50,  -1.04,   6.45,   3.37,   1.44
201703,   1.35,   1.41,   0.68,  -4.92,   1.78,   0.74,   0.41,   2.31,   1.66,  -0.51
201704,   0.14,   3.70,   1.02,  -7.10,   1.71,   7.13,   1.76,  -3.08,   1.11,   0.54
201705,  -0.74,   0.43,  -1.82,  -7.27,   2.14,  -3.18,  -3.84,  -4.95,   1.49,  -2.62
201706,   1.61,   3.84,   1.62,  -0.57,   1.36,  -0.19,   0.10,  10.41,  -0.95,   4.69
201707,  -0.77,  -1.10,   0.14,   1.40,   1.23,   3.55,  -2.46,  -2.72,   3.17,   0.25
201708,  -2.03,  -4.22,  -3.04,  -8.36,  -1.00,   0.32,  -4.31,   1.39,   1.25,  -1.94
201709,   2.98,  10.16,   8.59,  13.80,   6.48,   0.54,   6.92,   8.30,  -0.71,   7.07
201710,  -1.22,   1.09,   1.62,  -3.01,   2.39,  -3.01,  -3.15,  -2.27,   2.95,   0.70
201711,   5.63,   3.80,   2.85,   3.79,   1.92,   1.90,   7.67,   2.54,   2.77,   3.65
201712,   4.10,  -1.85,   1.79,   7.51,   0.78,   3.30,   3.62,   1.03,  -5.02,  -0.10
201801,   2.31,   0.48,   0.67,   1.26,   4.29,   1.06,   1.70,   6.90,  -3.82,   2.75
201802,  -4.17,  -6.08,  -5.26, -10.38,  -1.40,  -4.86,  -4.69,  -3.51,  -5.18,  -3.91
201803,   0.00,  -2.23,   1.38,   0.91,   0.49,  -3.06,   1.69,   0.22,   5.13,   1.40
201804,   0.79,  -2.53,  -0.86,   9.71,   0.14,  -1.21,   1.88,  -0.17,   3.47,   0.95
201805,   2.45,   6.55,   4.95,   7.05,   6.62,  -2.22,   3.94,   7.70,   1.77,   3.48
201806,   6.80,   1.02,   0.02,   7.66,   0.60,   6.64,   3.62,  -2.59,   1.95,   0.30
201807,  -0.94,   1.11,   3.00,  -2.05,  -0.14,  -1.22,   0.44,  -1.47,   1.36,   1.20
201808,   2.47,   3.08,   0.25,  -4.72,   7.49,   7.39,   5.62,   5.86,   0.90,   1.61
201809,   0.16,  -3.97,  -0.90,   0.53,  -2.35,   2.06,  -2.66,  -1.17,  -0.08,  -2.36
201810,  -4.58, -14.06, -12.30, -15.34, -10.73,  -5.12,  -8.48, -14.50,  -1.55,  -8.26
201811,   0.19,  -0.92,   0.51, -11.99,   0.72,  -0.54,  -2.01,  -0.45,   4.34,   0.70
201812, -12.39, -12.88, -13.06, -22.10,  -9.70, -13.66, -13.21, -18.41,  -4.67, -11.25
201901,  10.63,  16.81,  14.59,  18.04,  15.75,  12.52,  11.69,  18.35,   4.97,  11.05
201902,   3.37,   7.08,   5.62,   0.74,   6.89,   2.63,   3.82,   6.55,   3.26,   4.85
201903,  -0.68,  -6.86,  -3.91,   1.13,  -0.42,  -3.39,  -3.79,   2.98,   3.24,  -3.23
201904,   2.23,   4.26,   3.99,   0.06,   4.51,   3.94,   2.14,  -2.36,   1.07,   4.38
201905,  -9.18, -11.31,  -9.59, -20.71,  -8.18,  -6.26, -11.26,  -8.25,  -1.48,  -5.91
201906,   5.19,  10.96,   8.27,   3.83,   5.09,   2.41,   5.70,   4.40,   4.46,   5.70
201907,   1.44,   0.70,  -0.86,  -9.41,   1.04,  -0.11,  -1.07,  -5.15,  -1.31,   1.23
201908,  -2.91,  -6.39,  -7.45, -16.38,  -5.15,  -8.00,  -3.68,  -4.73,   0.49,  -4.41
201909,   2.61,   6.15,   6.23,   5.05,   0.45,  -0.06,   6.73,  -3.45,   3.75,   3.48
201910,  -1.48,   0.37,   0.69,  -9.84,   0.49,  -3.21,   0.52,  -0.42,  -1.71,   1.90
201911,   2.06,   2.37,   1.45,  -3.52,   4.86,   3.18,   3.98,   8.71,  -2.66,   2.72
201912,   2.63,   1.82,   3.35,  19.58,   3.41,   4.14,   2.08,   9.82,   5.48,   3.07
202001,  -2.41,  -3.85,  -3.41, -18.70,   1.58,  -1.55,  -5.79,   4.66,   0.79,  -3.23
202002,  -9.88, -10.99,  -8.91, -18.58,  -7.51,  -4.42,  -9.07,  -0.79, -10.10,  -8.76
202003, -18.07, -27.82, -23.99, -46.59, -18.12, -23.42, -25.88, -17.46, -10.75, -25.04
202004,  13.27,  28.36,  16.62,  67.45,  21.47,  10.31,  23.12,  21.68,  10.04,  11.92
202005,   4.25,  10.47,   6.83,  -4.31,  10.73,   3.32,  10.21,  13.92,   3.84,   4.38
202006,   3.92,  21.80,   9.69,   3.54,   8.14,  12.50,   6.72,   4.81,  -4.35,   5.52
202007,   5.18,   9.07,   5.04,  -1.19,  10.67,   0.17,   5.87,   3.67,   3.36,   0.56
202008,   4.36,  11.66,   6.00,  -1.94,   3.87,   3.49,  11.99,   1.29,  -0.85,   5.80
202009,  -2.12,  -0.96,  -1.52, -13.59,  -2.56,  -5.94,  -2.15,  -1.20,  -2.13,  -3.44
202010,   2.80,   3.90,   2.25,  -5.09,   0.79,  -4.09,   2.03,  -2.73,   4.06,   4.06
202011,  17.50,  30.74,  22.78,  35.90,  21.90,  25.50,  22.22,  18.62,   6.41,  18.39
202012,   6.16,   8.99,   8.99,  15.15,  12.31,   4.59,   5.29,   9.78,   1.38,   8.98
202101,   7.32,  31.40,   8.42,  22.30,   8.90,  14.75,  19.83,  19.43,  -0.11,   4.64
202102,   6.83,   7.59,  10.58,  29.07,   7.37,   7.97,   7.83,   6.44,  -1.51,  11.51
202103,   4.01,   0.58,   4.81,  -4.88,   0.26,   3.03,   8.33,  -5.09,   9.81,   6.53
202104,   3.88,   1.09,   1.99,  -1.48,   2.69,   2.57,   3.51,  -2.16,   3.23,   2.60
202105,   3.58,   2.83,   3.20,  15.97,  -0.57,   5.75,   5.89,  -3.29,   0.08,   2.73
202106,   0.86,   0.83,   0.15,  12.32,   7.71,   3.61,   1.81,   5.35,   1.20,  -1.45
202107,  -2.87,  -6.40,  -2.51, -11.98,  -2.90,  -2.57,  -3.45,  -8.92,   1.81,  -1.72
202108,   0.04,  -4.27,   0.74,   0.85,   1.74,   3.97,   0.45,   5.05,   2.38,   2.68
202109,  -4.66,  -3.59,  -4.20,  21.51,  -4.96,  -1.28,  -4.95,  -5.62,  -5.23,  -1.14
202110,   2.33,   1.42,   4.46,   7.50,   4.80,  -3.44,   3.12,  -3.68,   4.13,   3.63
202111,  -3.13,  -4.29,  -2.41, -11.87,  -6.57,  -8.53,  -2.69,  -9.83,  -2.30,  -2.98
202112,   2.83,  -1.03,   1.79,   1.35,  -1.35,  -0.66,   1.97,  -5.63,   8.46,   2.18
202201,  -6.86,  -9.89,  -6.75,  10.56, -12.19,  -2.91,  -9.09, -15.38,  -2.82,  -4.80
202202,   0.10,  -2.81,   1.68,  14.42,  -0.72,   0.09,  -0.03,  -4.68,   0.61,   0.21
202203,  -1.48,  -1.59,   2.04,  17.22,   0.52,   1.17,  -0.28,   3.18,   9.16,   0.75
202204,  -5.13, -11.19,  -8.50,  -1.01, -13.95, -11.68,  -6.82, -19.88,  -4.16,  -8.13
202205,  -2.44,   1.16,  -0.19,  12.95,  -3.96,   4.90,  -3.45,  -7.50,   6.75,  -0.17
202206,  -7.20,  -8.77, -10.27, -19.04,  -9.38, -12.23,  -9.37,   2.23,  -6.17,  -8.27
202207,   4.92,   9.69,  10.61,  10.97,  11.15,   1.31,   9.04,   7.02,   7.88,   6.49
202208,  -3.16,  -1.28,  -1.42,   6.00,  -1.75,   3.00,   0.56,   2.76,   0.93,  -1.64
202209, -15.59, -15.91, -14.04, -11.99, -11.89, -17.53, -12.58, -10.48, -11.79,  -7.65
202210,   7.42,   8.76,  10.64,  25.01,   6.23,   7.33,  10.66,   1.29,   7.29,   7.00
202211,   1.73,   2.84,   3.59,   0.22,  -0.85,  -5.54,   4.54,  -3.60,   5.17,   1.58
202212,  -6.94, -11.35,  -6.32,  -8.18,  -7.71,  -8.96,  -9.60,  -4.49,  -2.82,  -4.22
202301,  12.93,  30.82,  15.96,   3.34,  18.92,  23.96,  16.55,  19.77,   2.52,  10.07
202302,  -5.01,  -5.62,  -1.48,  -6.96,  -3.55,  -7.73,  -3.93,  -6.67,  -3.72,  -1.83
202303,  -4.33,  -8.21,  -5.60,  -6.63,  -2.77,  -9.05,  -5.62,  -7.87,   1.21,  -8.25
202304,  -1.48,  -6.13,  -3.20,  -2.43,  -6.30,  -1.07,  -2.01,   1.92,  -0.10,  -2.13
202305,  -3.59,  -3.55,  -3.26,  -6.65,   7.30,  -7.59,  -3.35,   1.61,  -3.16,  -2.84
202306,   3.23,   9.09,  11.84,  10.05,   6.04,   8.37,  10.26,   1.17,   2.29,   6.27
202307,   3.18,   7.50,   6.73,  11.57,   5.93,   3.12,   5.65,   0.67,   2.66,   6.13
202308,  -4.83,  -9.16,  -5.62,  -1.13,  -7.72,  -3.15,  -6.53,  -8.62,  -5.17,  -5.92
202309,  -6.58,  -7.44,  -6.27,   3.45,  -9.12,  -6.99,  -7.47,  -9.34,  -5.72,  -5.67
202310,  -7.40, -14.48,  -7.86,  -4.40,  -9.82,  -4.83,  -5.85, -10.91,  -0.59,  -5.24
202311,   8.14,   2.05,   6.90,  -4.62,  12.12,   5.98,   7.81,   7.74,   5.85,   9.15
202312,   6.79,  10.27,  11.51,   1.53,  11.13,   7.08,  10.63,  17.49,   3.78,  10.98
202401,  -3.86,  -8.54,  -5.68,  -5.27,  -3.49,  -4.28,  -5.17,  -0.07,  -4.88,  -3.63
202402,   1.70,   3.29,   5.86,   1.51,   5.66,  -6.00,   6.35,  12.49,   2.37,   1.98
